t,method,metric,value
3000,sketch_fd,explained_variance,0.08405066805428264
3500,sketch_fd,explained_variance,0.08422247481128775
4000,sketch_fd,explained_variance,0.08471053474437613
4500,sketch_fd,explained_variance,0.08412527539502183
5000,sketch_fd,explained_variance,0.08432189547888642
5500,sketch_fd,explained_variance,0.08431525544652207
6000,sketch_fd,explained_variance,0.08462942559383937
6500,sketch_fd,explained_variance,0.08471638157385386
7000,sketch_fd,explained_variance,0.08471003762838902
7500,sketch_fd,explained_variance,0.08471319605965115
8000,sketch_fd,explained_variance,0.0849578523241797
8500,sketch_fd,explained_variance,0.0847366423346975
9000,sketch_fd,explained_variance,0.08452625608627397
9500,sketch_fd,explained_variance,0.08463381090679942
10000,sketch_fd,explained_variance,0.08468861164182703
10500,sketch_fd,explained_variance,0.08448685383935958
11000,sketch_fd,explained_variance,0.08455438184997345
11500,sketch_fd,explained_variance,0.08457985356564825
12000,sketch_fd,explained_variance,0.08468753281853794
12500,sketch_fd,explained_variance,0.08464762828989222
13000,sketch_fd,explained_variance,0.08469150633462288
13500,sketch_fd,explained_variance,0.08473554366847574
14000,sketch_fd,explained_variance,0.08474460743501015
14500,sketch_fd,explained_variance,0.08476316408799622
15000,sketch_fd,explained_variance,0.0847830245812429
15500,sketch_fd,explained_variance,0.08480561823511464
16000,sketch_fd,explained_variance,0.08477770470447607
16500,sketch_fd,explained_variance,0.08481782621227214
17000,sketch_fd,explained_variance,0.08470126054873245
17500,sketch_fd,explained_variance,0.08465000760822806
18000,sketch_fd,explained_variance,0.08460771199152933
18500,sketch_fd,explained_variance,0.08470577609124673
19000,sketch_fd,explained_variance,0.08480269052320735
19500,sketch_fd,explained_variance,0.08477152479450671
20000,sketch_fd,explained_variance,0.08474525570842623
500,sketch_fd,reconstruction_error,2.70630814833417
1000,sketch_fd,reconstruction_error,2.703469881925387
1500,sketch_fd,reconstruction_error,2.7067047574804657
2000,sketch_fd,reconstruction_error,2.7095769831513015
2500,sketch_fd,reconstruction_error,2.709191094352385
3000,sketch_fd,reconstruction_error,2.709581033735092
3500,sketch_fd,reconstruction_error,2.7090727912875985
4000,sketch_fd,reconstruction_error,2.7076290018858282
4500,sketch_fd,reconstruction_error,2.7093603286934558
5000,sketch_fd,reconstruction_error,2.708778682928226
5500,sketch_fd,reconstruction_error,2.7087983256149237
6000,sketch_fd,reconstruction_error,2.7078689407211884
6500,sketch_fd,reconstruction_error,2.707611705668987
7000,sketch_fd,reconstruction_error,2.7076304724650435
7500,sketch_fd,reconstruction_error,2.707621129125684
8000,sketch_fd,reconstruction_error,2.7068973816966175
8500,sketch_fd,reconstruction_error,2.7075517698500544
9000,sketch_fd,reconstruction_error,2.7081741389796616
9500,sketch_fd,reconstruction_error,2.7078559679939764
10000,sketch_fd,reconstruction_error,2.707693855279783
10500,sketch_fd,reconstruction_error,2.7082906995547966
11000,sketch_fd,reconstruction_error,2.7080909367399504
11500,sketch_fd,reconstruction_error,2.708015585762247
12000,sketch_fd,reconstruction_error,2.707697046678063
12500,sketch_fd,reconstruction_error,2.7078150931138287
13000,sketch_fd,reconstruction_error,2.7076852921372327
13500,sketch_fd,reconstruction_error,2.707555019948125
14000,sketch_fd,reconstruction_error,2.7075282073188247
14500,sketch_fd,reconstruction_error,2.7074733126284447
15000,sketch_fd,reconstruction_error,2.707414560889735
15500,sketch_fd,reconstruction_error,2.707347723856421
16000,sketch_fd,reconstruction_error,2.7074302982637217
16500,sketch_fd,reconstruction_error,2.7073116099555614
17000,sketch_fd,reconstruction_error,2.70765643701105
17500,sketch_fd,reconstruction_error,2.707808054563103
18000,sketch_fd,reconstruction_error,2.7079331743670263
18500,sketch_fd,reconstruction_error,2.7076430790359667
19000,sketch_fd,reconstruction_error,2.707356384676817
19500,sketch_fd,reconstruction_error,2.707448579806443
20000,sketch_fd,reconstruction_error,2.707526289582448
