timestamp,t,method,subspace_error,explained_variance,reconstruction_error,memory_bytes,bits,eta_schedule
2026-01-17T09:16:30.950070,5200,oja_fp,0.9391794822712625,0.08251627717504385,2.7141201018687955,2800,,invsqrt
2026-01-17T09:16:30.974489,5400,oja_fp,0.9392561599107309,0.08241762781523308,2.7144119285288637,2800,,invsqrt
2026-01-17T09:16:30.997622,5600,oja_fp,0.9404184095517337,0.08339320770262,2.7115259471022037,2800,,invsqrt
2026-01-17T09:16:31.020844,5800,oja_fp,0.9409399448756558,0.08199344738920866,2.7156667481975414,2800,,invsqrt
2026-01-17T09:16:31.043762,6000,oja_fp,0.9407882770013011,0.082529035506724,2.7140823598973385,2800,,invsqrt
2026-01-17T09:16:31.067138,6200,oja_fp,0.9402336399087442,0.08118921593085261,2.718045843012388,2800,,invsqrt
2026-01-17T09:16:31.090442,6400,oja_fp,0.940479140090476,0.08139361004135523,2.717441199954187,2800,,invsqrt
2026-01-17T09:16:31.113421,6600,oja_fp,0.9404788859716271,0.08102259355919736,2.718538748899523,2800,,invsqrt
2026-01-17T09:16:31.136224,6800,oja_fp,0.9397325548531794,0.08147677915447593,2.71719516729316,2800,,invsqrt
2026-01-17T09:16:31.159166,7000,oja_fp,0.9403891749578696,0.0806774845914885,2.7195596576778387,2800,,invsqrt
2026-01-17T09:16:31.183062,7200,oja_fp,0.9403575545175533,0.08010516386428357,2.7212527091748617,2800,,invsqrt
2026-01-17T09:16:31.206727,7400,oja_fp,0.9401983431130929,0.08053668987790243,2.719976159630815,2800,,invsqrt
2026-01-17T09:16:31.229653,7600,oja_fp,0.9400523557522259,0.08208121412251003,2.7154071147575114,2800,,invsqrt
2026-01-17T09:16:31.252917,7800,oja_fp,0.9389526286676361,0.08217567262235603,2.7151276855896183,2800,,invsqrt
2026-01-17T09:16:31.275968,8000,oja_fp,0.9387380938877106,0.08272838931993089,2.713492627155113,2800,,invsqrt
2026-01-17T09:16:31.299139,8200,oja_fp,0.9392017252863939,0.08274479690398119,2.713444089886727,2800,,invsqrt
2026-01-17T09:16:31.322470,8400,oja_fp,0.9391334373080502,0.08260655399303964,2.713853043042182,2800,,invsqrt
2026-01-17T09:16:31.345582,8600,oja_fp,0.9394793341957101,0.08236050193506804,2.7145809195374624,2800,,invsqrt
2026-01-17T09:16:31.368634,8800,oja_fp,0.9384229999941558,0.08315274301028977,2.7122372949321507,2800,,invsqrt
2026-01-17T09:16:31.391778,9000,oja_fp,0.938854055231211,0.08231702920658333,2.714709521498814,2800,,invsqrt
2026-01-17T09:16:31.414953,9200,oja_fp,0.9388209991014855,0.08168093426249994,2.7165912312572367,2800,,invsqrt
2026-01-17T09:16:31.438231,9400,oja_fp,0.9388643998689321,0.08118313693119007,2.7180638260400682,2800,,invsqrt
2026-01-17T09:16:31.461362,9600,oja_fp,0.9393756456292323,0.08272725029800546,2.713495996634295,2800,,invsqrt
2026-01-17T09:16:31.484538,9800,oja_fp,0.9397777723348216,0.08170125204625131,2.716531126751911,2800,,invsqrt
2026-01-17T09:16:31.507708,10000,oja_fp,0.9399385953293757,0.08158247363701904,2.7168824995993472,2800,,invsqrt
