timestamp,t,method,subspace_error,explained_variance,reconstruction_error,memory_bytes,bits,eta_schedule
2026-01-17T09:16:30.366724,200,oja_fp,0.9313432667262657,0.08226002366560572,2.7148781565174374,2800,,invsqrt
2026-01-17T09:16:30.390113,400,oja_fp,0.9320066499305775,0.09142092742994143,2.6877781737716804,2800,,invsqrt
2026-01-17T09:16:30.413532,600,oja_fp,0.9307379830366843,0.08868997980110561,2.6958569218433652,2800,,invsqrt
2026-01-17T09:16:30.436816,800,oja_fp,0.9306988788416934,0.08722468889646656,2.7001915769445164,2800,,invsqrt
2026-01-17T09:16:30.459836,1000,oja_fp,0.9335738856920504,0.08846239832156996,2.696530158275854,2800,,invsqrt
2026-01-17T09:16:30.482981,1200,oja_fp,0.9353164536185419,0.08719777267682863,2.7002712010849432,2800,,invsqrt
2026-01-17T09:16:30.506330,1400,oja_fp,0.9351249670641026,0.08476470797735336,2.7074687454617097,2800,,invsqrt
2026-01-17T09:16:30.529269,1600,oja_fp,0.9339733596483528,0.08475628363538724,2.707493666531486,2800,,invsqrt
2026-01-17T09:16:30.552201,1800,oja_fp,0.9395535659581474,0.08355620722726806,2.711043758399084,2800,,invsqrt
2026-01-17T09:16:30.575081,2000,oja_fp,0.9392972147131664,0.08459745920439808,2.7079635043826555,2800,,invsqrt
2026-01-17T09:16:30.598107,2200,oja_fp,0.9393938825444449,0.08272947162247218,2.7134894254644335,2800,,invsqrt
2026-01-17T09:16:30.621126,2400,oja_fp,0.9393601872404822,0.0856379739781407,2.70488543117716,2800,,invsqrt
2026-01-17T09:16:30.645784,2600,oja_fp,0.9398472936696332,0.08588791550362583,2.704146048775342,2800,,invsqrt
2026-01-17T09:16:30.668550,2800,oja_fp,0.9405033879953812,0.08446621726728316,2.708351747106609,2800,,invsqrt
2026-01-17T09:16:30.691366,3000,oja_fp,0.940239123095407,0.08486100395111551,2.707183880638918,2800,,invsqrt
2026-01-17T09:16:30.714247,3200,oja_fp,0.9406271710516249,0.08323814058799044,2.7119846699792256,2800,,invsqrt
2026-01-17T09:16:30.737239,3400,oja_fp,0.9416001592680981,0.08369085079287251,2.7106454529044988,2800,,invsqrt
2026-01-17T09:16:30.760258,3600,oja_fp,0.939595906748913,0.08465104497912762,2.707804985790174,2800,,invsqrt
2026-01-17T09:16:30.782883,3800,oja_fp,0.9410145126695859,0.08267267033725292,2.7136574562492752,2800,,invsqrt
2026-01-17T09:16:30.807409,4000,oja_fp,0.9407257040151491,0.0856721821756182,2.704784235750895,2800,,invsqrt
2026-01-17T09:16:30.830458,4200,oja_fp,0.9406998687030168,0.08369911429868951,2.710621007623681,2800,,invsqrt
2026-01-17T09:16:30.853697,4400,oja_fp,0.9403836586512867,0.0822822444300899,2.7148124225735373,2800,,invsqrt
2026-01-17T09:16:30.876948,4600,oja_fp,0.9400647237374289,0.08287278874237941,2.7130654616747716,2800,,invsqrt
2026-01-17T09:16:30.901096,4800,oja_fp,0.9399589050482222,0.08229244205464334,2.714782255741033,2800,,invsqrt
2026-01-17T09:16:30.925369,5000,oja_fp,0.9385872914426068,0.08147552508243204,2.7171988771160804,2800,,invsqrt
